source,mu_random,mu_fixed,I2,Q,tau2,k,note
submitted provenance snapshot and descriptive aggregation record,0.0300861805510783,0.0300861805510783,0.0,0.0628185472734074,0.0,3,Descriptive aggregation recorded in the submitted provenance snapshot; not a replacement for the dataset-wise confirmatory tests.
